Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:27,2018-02-12 16:42:28,0.262s,PASSED
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:28,2018-02-12 16:42:28,0.186s,PASSED
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:28,2018-02-12 16:42:28,0.207s,PASSED
click,Chrome 64.0.3282.140,,2018-02-12 16:42:28,2018-02-12 16:42:28,0.123s,PASSED
click,Chrome 64.0.3282.140,,2018-02-12 16:42:28,2018-02-12 16:42:29,0.803s,PASSED
click,Chrome 64.0.3282.140,,2018-02-12 16:42:29,2018-02-12 16:42:29,0.380s,PASSED
delay,Chrome 64.0.3282.140,,2018-02-12 16:42:29,2018-02-12 16:42:30,1.002s,PASSED
click,Chrome 64.0.3282.140,,2018-02-12 16:42:30,2018-02-12 16:42:31,0.289s,PASSED
verifyElementAttributeValue,Chrome 64.0.3282.140,,2018-02-12 16:42:31,2018-02-12 16:42:31,0.064s,PASSED
,,,,,,
Test Cases/HTTPS Redirect - Logged In - LIVE,Chrome 64.0.3282.140,GIVEN I have logged on to the application I am testing \nWHEN I navigate to another OTW application using http rather than https in the URL e.g. http://labs.schoolcomms.com/payments\nTHEN I am unable to access the screen using HTTP \nAND I am redirected to the same URL on HTTPS e.g https://labs.schoolcomms.com/payments,2018-02-12 16:42:31,2018-02-12 16:42:48,17.152s,PASSED
openBrowser,Chrome 64.0.3282.140,,2018-02-12 16:42:31,2018-02-12 16:42:36,4.413s,PASSED
navigateToUrl,Chrome 64.0.3282.140,,2018-02-12 16:42:36,2018-02-12 16:42:38,2.372s,PASSED
doubleClick,Chrome 64.0.3282.140,,2018-02-12 16:42:38,2018-02-12 16:42:38,0.159s,PASSED
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:38,2018-02-12 16:42:38,0.226s,PASSED
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:38,2018-02-12 16:42:39,0.240s,PASSED
setText,Chrome 64.0.3282.140,,2018-02-12 16:42:39,2018-02-12 16:42:39,0.223s,PASSED
click,Chrome 64.0.3282.140,,2018-02-12 16:42:39,2018-02-12 16:42:42,3.480s,PASSED
navigateToUrl,Chrome 64.0.3282.140,,2018-02-12 16:42:42,2018-02-12 16:42:45,3.160s,PASSED
waitForPageLoad,Chrome 64.0.3282.140,,2018-02-12 16:42:45,2018-02-12 16:42:46,0.429s,PASSED
Statement - url = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Chrome 64.0.3282.140,,2018-02-12 16:42:46,2018-02-12 16:42:46,0.027s,PASSED
verifyEqual,Chrome 64.0.3282.140,,2018-02-12 16:42:46,2018-02-12 16:42:46,0.005s,PASSED
closeBrowser,Chrome 64.0.3282.140,,2018-02-12 16:42:46,2018-02-12 16:42:48,1.949s,PASSED
