Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Firefox 52.0,,2018-02-12 16:42:52,2018-02-12 16:42:53,1.159s,PASSED
click,Firefox 52.0,,2018-02-12 16:42:53,2018-02-12 16:42:55,1.930s,PASSED
takeScreenshot,Firefox 52.0,,2018-02-12 16:42:55,2018-02-12 16:42:55,0.324s,PASSED
getUrl,Firefox 52.0,,2018-02-12 16:42:55,2018-02-12 16:42:55,0.049s,PASSED
,,,,,,
Test Cases/Step 1 - POTW - HTTPS Redirect - Not Logged In - Labs,Firefox 52.0,,2018-02-12 16:42:55,2018-02-12 16:43:17,21.978s,PASSED
openBrowser,Firefox 52.0,,2018-02-12 16:42:56,2018-02-12 16:43:14,18.158s,PASSED
navigateToUrl,Firefox 52.0,,2018-02-12 16:43:14,2018-02-12 16:43:16,1.386s,PASSED
waitForPageLoad,Firefox 52.0,,2018-02-12 16:43:16,2018-02-12 16:43:16,0.357s,PASSED
Statement - url = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 52.0,,2018-02-12 16:43:16,2018-02-12 16:43:16,0.256s,PASSED
verifyEqual,Firefox 52.0,,2018-02-12 16:43:16,2018-02-12 16:43:16,0.001s,PASSED
closeBrowser,Firefox 52.0,,2018-02-12 16:43:16,2018-02-12 16:43:17,0.917s,PASSED
,,,,,,
Test Cases/Remember Me,Firefox 52.0,This test determines the 'remember me' button is working as expected on the Log in screen,2018-02-12 16:43:17,2018-02-12 16:43:46,28.580s,PASSED
openBrowser,Firefox 52.0,,2018-02-12 16:43:18,2018-02-12 16:43:30,12.340s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:30,2018-02-12 16:43:31,0.688s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:31,2018-02-12 16:43:31,0.462s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:31,2018-02-12 16:43:32,0.457s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:32,2018-02-12 16:43:35,3.637s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:35,2018-02-12 16:43:36,0.560s,PASSED
delay,Firefox 52.0,,2018-02-12 16:43:36,2018-02-12 16:43:37,1.040s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:37,2018-02-12 16:43:38,0.796s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-02-12 16:43:38,2018-02-12 16:43:38,0.218s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:38,2018-02-12 16:43:38,0.407s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:38,2018-02-12 16:43:39,0.735s,PASSED
setText,Firefox 52.0,,2018-02-12 16:43:39,2018-02-12 16:43:39,0.372s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:39,2018-02-12 16:43:40,0.295s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:40,2018-02-12 16:43:43,3.043s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:43,2018-02-12 16:43:44,0.811s,PASSED
delay,Firefox 52.0,,2018-02-12 16:43:44,2018-02-12 16:43:45,1.002s,PASSED
click,Firefox 52.0,,2018-02-12 16:43:45,2018-02-12 16:43:45,0.878s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-02-12 16:43:45,2018-02-12 16:43:46,0.175s,PASSED
,,,,,,
Test Cases/HTTPS Redirect - Logged In - LIVE,Firefox 52.0,GIVEN I have logged on to the application I am testing \nWHEN I navigate to another OTW application using http rather than https in the URL e.g. http://labs.schoolcomms.com/payments\nTHEN I am unable to access the screen using HTTP \nAND I am redirected to the same URL on HTTPS e.g https://labs.schoolcomms.com/payments,2018-02-12 16:43:46,2018-02-12 16:44:11,25.778s,PASSED
openBrowser,Firefox 52.0,,2018-02-12 16:43:47,2018-02-12 16:43:59,11.915s,PASSED
navigateToUrl,Firefox 52.0,,2018-02-12 16:43:59,2018-02-12 16:44:00,1.115s,PASSED
doubleClick,Firefox 52.0,,2018-02-12 16:44:00,2018-02-12 16:44:00,0.768s,PASSED
setText,Firefox 52.0,,2018-02-12 16:44:00,2018-02-12 16:44:02,1.276s,PASSED
setText,Firefox 52.0,,2018-02-12 16:44:02,2018-02-12 16:44:02,0.523s,PASSED
setText,Firefox 52.0,,2018-02-12 16:44:02,2018-02-12 16:44:03,0.395s,PASSED
click,Firefox 52.0,,2018-02-12 16:44:03,2018-02-12 16:44:08,5.812s,PASSED
navigateToUrl,Firefox 52.0,,2018-02-12 16:44:08,2018-02-12 16:44:11,2.159s,PASSED
waitForPageLoad,Firefox 52.0,,2018-02-12 16:44:11,2018-02-12 16:44:11,0.241s,PASSED
Statement - url = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 52.0,,2018-02-12 16:44:11,2018-02-12 16:44:11,0.060s,PASSED
verifyEqual,Firefox 52.0,,2018-02-12 16:44:11,2018-02-12 16:44:11,0.002s,PASSED
closeBrowser,Firefox 52.0,,2018-02-12 16:44:11,2018-02-12 16:44:11,0.559s,PASSED
